Company,Amount ($M),Date,HQ,Sector,Series,Source
https://assemblytravel.com/,$2.10,02/04/2024,Gurugram,E-Commerce - Travel Bags,Seed,https://inc42.com/buzz/travel-and-lifestyle-startup-assembly-bags-2-1-mn-from-prath-ventures-others/
https://www.namfin.in/,$19.00,02/04/2024,Jaipur,Fintech - NBFC Lending,Pre-Series C,https://inc42.com/buzz/nbfc-namdev-finvest-bags-19-mn-to-deepen-presence-in-rural-india/
https://planystech.com/,$4.00,03/04/2024,Chennai,Robotics,Pre-Series A,https://entrackr.com/2024/04/exclusive-deeptech-startup-planys-raises-4-mn/
https://innoviti.com/,$4.79,01/04/2024,Bengaluru,Fintech - POS and Payment Gateway,Series E,https://entrackr.com/2024/04/innoviti-kicks-off-series-e-round-with-rs-40-cr-led-by-bessemer/
https://home.wify.co.in/,$2.10,02/04/2024,Mumbai,Construction and Home Improvement,Pre-Series A,https://entrackr.com/2024/04/exclusive-wify-bags-2-million-in-pre-series-a-round/
,,,,,,
https://www.mavehealth.com/,$0.72,03/04/2024,Bengaluru,Healthtech,Pre-Seed,https://entrackr.com/2024/04/mave-health-raises-rs-6-cr-led-by-all-in-capital-and-iseed-fund/
https://www.metalbook.co.in/,$3.00,03/04/2024,Gurugram,B2B E-Commerce - Metals,Debt,https://entrackr.com/2024/04/metalbook-raises-rs-25-cr-debt-from-northern-arc/
https://www.onoark.com/,$1.30,03/04/2024,Bengaluru,Agritech,Seed,https://entrackr.com/2024/04/crop-price-and-mandi-discovery-platform-ono-raises-seed-round/
https://www.bombayshavingcompany.com/,$2.87,01/04/2024,Gurugram,E-Commerce - Personal care and grooming,Debt,https://inc42.com/buzz/exclusive-bombay-shaving-company-raises-inr-24-cr-debt-from-alteria-capital/
https://thefreshpress.in/,,02/04/2024,Mumbai,E-Commerce - Juice,Pre-Series A,https://inc42.com/buzz/juice-startup-the-fresh-press-nets-funding-from-gruhas-collective-consumer-fund-for-expansion/
https://hudle.in/,$0.84,04/04/2024,Delhi,Sportstech,Pre-Series A,https://entrackr.com/2024/04/hudle-raises-rs-7-cr-in-pre-series-a-round/
https://traya.health/,$8.97,02/04/2024,Mumbai,E-Commerce - Health and Wellness,Series A,https://entrackr.com/2024/04/traya-secures-rs-75-cr-from-xponentia-capital/
https://www.olaelectric.com/,$50.00,01/04/2024,Bengaluru,EV,Debt,https://entrackr.com/2024/04/ipo-bound-ola-electric-raises-50-mn-debt-from-evolutionx/
https://beepkart.com/,$6.50,03/04/2024,Bengaluru,E-Commerce - Used 2-Wheelers,Series A,https://entrackr.com/2024/04/exclusive-beepkart-bags-6-5-mn-in-extended-series-a-round/
https://www.satsure.co/,,02/04/2024,Bengaluru,Spacetech,Series A,https://inc42.com/buzz/spacetech-startup-satsure-bags-funding-to-improve-credit-access-for-agri-sector/
https://m2pfintech.com/,$4.19,01/04/2024,Chennai,Fintech,Debt,https://entrackr.com/2024/04/exclusive-m2p-fintech-raises-debt-funding-from-anicut-capital/
https://nivarahousing.com/,$10.00,04/04/2024,Bengaluru,Fintech - Lending,,https://entrackr.com/2024/04/nivara-home-finance-raises-10-mn-from-baring-private-equity-india/
https://rocksport.in/,$3.00,03/04/2024,Delhi,Adventure Sport,Series A,https://entrackr.com/2024/04/mahindra-backed-rocksport-raises-funds-at-30-mn-valuation/
https://www.singleinterface.com/,$30.00,04/04/2024,Gurugram,SaaS,,https://entrackr.com/2024/04/marketing-saas-startup-singleinterface-raises-30-mn-led-by-asia-partners/
https://vodex.ai/,$2.00,03/04/2024,Bengaluru,AI,Seed,https://entrackr.com/2024/04/gen-ai-saas-startup-vodex-raises-2-mn-in-seed-round/
