Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.thewellnessco.in/,$7.18,23/09/2024,Gurugram,Health and Wellness,,https://inc42.com/buzz/the-wellness-co-snags-inr-60-cr-from-easemytrip-to-push-its-health-wellness-tourism-play/
https://m2pfintech.com/,$101.80,24/09/2024,Chennai,API Infrastructure Platform,Series D,https://entrackr.com/2024/09/m2p-fintech-raises-over-100-mn-in-primary-and-secondary-funding/
https://jhana.ai/,$1.60,24/09/2024,Bengaluru,Legaltech,Seed,https://entrackr.com/2024/09/ai-paralegal-startup-jhana-raises-1-6-mn-in-seed-round/
https://www.traqcheck.com/,,24/09/2024,Delhi,Enterprise Software - AI-based background checks,Pre-Seed,https://economictimes.indiatimes.com/tech/funding/traqcheck-secures-funding-from-alok-oberoi-others/articleshow/113632553.cms
https://www.ahammune.com/,$5.00,25/09/2024,Pune,Biotech,Series A,https://inc42.com/buzz/ahammune-biosciences-raises-5-mn-to-speed-up-drug-development-for-vitiligo/
https://www.oright.io/,$1.00,24/09/2024,Gurugram,Agritech,Seed,https://entrackr.com/2024/09/dairy-tech-startup-oright-raises-1-mn-in-seed-funding/
https://www.nurix.ai/,$27.50,24/09/2024,Bengaluru,AI Agents,Seed + Series A,https://entrackr.com/2024/09/mukesh-bansals-nurix-ai-bags-27-5-mn-from-accel-general-catalyst-meraki-labs/
https://sharangshakti.com/,$0.60,23/09/2024,Noida,Defense,Pre-Seed,https://entrackr.com/2024/09/defense-tech-startup-sharang-shakti-raises-pre-seed-round/
https://corover.ai/,$4.00,24/09/2024,Bengaluru,Conversational AI,Series A,https://entrackr.com/2024/09/venture-catalysts-leads-4-mn-series-a-round-in-corover/
https://beintelligent.in/,$2.00,24/09/2024,Bengaluru,D2C Personal Care Brand for Kids,Seed,https://entrackr.com/2024/09/kids-personal-care-brand-tuco-intelligent-raises-2-mn-in-seed-round/
https://www.qure.ai/,$65.00,24/09/2024,Mumbai,Healthtech,Series D,https://inc42.com/buzz/qure-bags-65-mn-to-build-ai-based-products-for-disease-detection/
https://www.adonmo.com/,$25.00,26/09/2024,Hyderabad,Adtech,,https://entrackr.com/2024/09/zomato-backed-adonmo-raises-25-mn-in-new-round/
https://www.homelane.com/,$26.90,25/09/2024,Bengaluru,Interior Design,,https://entrackr.com/2024/09/homelane-to-acquire-designcafe-secure-rs-225-cr-funding/
https://www.flent.in/,$0.78,25/09/2024,Bengaluru,Proptech,Pre-Seed,https://entrackr.com/2024/09/proptech-startup-flent-raises-rs-6-5-cr-in-pre-seed-round/
https://www.giva.co/,$12.00,26/09/2024,Bengaluru,Jewelry,Extended Series B,https://entrackr.com/2024/09/exclusive-giva-raises-12-mn-from-premji-invest-in-extended-series-b/
https://www.carefi.in/,$0.96,26/09/2024,Gurugram,Fintech,Debt,https://entrackr.com/2024/09/fintech-startup-care-fi-secures-rs-8-cr-in-debt/
https://www.thehealthfactory.in/,$3.50,25/09/2024,Mumbai,Healthy Bread Brand,Seed,https://entrackr.com/2024/09/peak-xvs-surge-leads-3-5-mn-seed-round-in-the-health-factory/
https://firstcoffee.co.in/,$1.20,26/09/2024,Delhi,Specialty Coffee Brand,Seed,https://entrackr.com/2024/09/first-coffee-raises-1-2-mn-in-seed-round-led-by-beenext/
https://twopointo.in/,$6.30,26/09/2024,,Climate Financing,Seed,https://inc42.com/buzz/climate-financing-platform-two-point-o-capital-raises-6-3-mn-to-aid-clean-energy-projects-facing-capital-dearth/
https://kapiva.in/,$10.00,23/09/2024,Bengaluru,D2C Ayurvedic Nutrition Brand,Series C,https://entrackr.com/2024/09/exclusive-kapiva-raises-10-mn-from-existing-investors/
